Names,Prices
AbuAuf Grind Helba 1kg ,EGP34.95
AbuAuf Pistachios Smoked 1kg ,EGP590.00
AbuAuf Popcorn 1kg ,EGP27.95
AbuAuf lupine 1kg ,EGP34.95
AbuAuf Black Seeds 1kg ,EGP140.00
AbuAuf Dried Cherries 1kg ,EGP600.00
AbuAuf Franch Coffee 1kg ,EGP170.00
AbuAuf Stone Rosemary 1kg ,EGP69.95
AbuAuf Flavor Kebab1kg ,EGP89.95
AbuAuf M&M Chocolate 1kg ,EGP145.00
AbuAuf Rotab Dates 1kg ,EGP100.00
AbuAuf Mabroum Dates 1kg ,EGP240.00
AbuAuf Raw Chantilly Cream 1kg ,EGP149.95
AbuAuf Almonds Halves 1kg ,EGP475.00
AbuAuf Rst & Cashew Jumbo1kg ,EGP480.00
AbuAuf Madina Dates 1kg ,EGP329.95
AbuAuf Sliced Dried P.apple1kg ,EGP290.00
AbuAuf Dried Basil 1kg ,EGP69.95
AbuAuf Sliced Dried Ginger 1kg ,EGP290.00
AbuAuf Coconut threads 1kg ,EGP215.00
AbuAuf Sesame 1kg ,EGP89.95
AbuAuf Crushed beans 1kg ,EGP39.95
AbuAuf Rst-Sunflower Seeds 1kg ,EGP120.00
AbuAuf Roasted Sesame 1kg ,EGP94.95
AbuAuf Gold Medium 1kg ,EGP310.00
AbuAuf Sokarry Dates Large 1kg ,EGP250.00
AbuAuf Sokarry Dates 1kg ,EGP160.00
AbuAuf 7 spices 1kg ,EGP89.95
AbuAuf Flax Seeds 1kg ,EGP65.00
AbuAuf Crunchy Muesli 1kg ,EGP90.00
AbuAuf Red beans 1kg ,EGP79.95
AbuAuf Mabroum Dates Large 1kg ,EGP420.00
AbuAuf Spices Hawawshi 1kg ,EGP84.95
AbuAuf Grills Spices 1kg ,EGP89.95
AbuAuf Pistachios BBQ 1kg ,EGP590.00
AbuAuf Medjoul Dates 1kg ,EGP235.00
AbuAuf Cof. Columbian dark 1kg ,EGP350.00
AbuAuf Shameya Dates 1kg  ,EGP18.00
AbuAuf Basbousa 1kg ,EGP34.95
AbuAuf Stone carnation1kg ,EGP314.95
AbuAuf Sahlab 1kg ,EGP85.00
AbuAuf Roasted Pistachios 1kg ,EGP870.00
AbuAuf Chantilly c. sugar1kg ,EGP94.95
AbuAuf Chocolate Stones 1kg ,EGP100.00
AbuAuf Raw Macadamia 1kg ,"EGP1,020.00"
AbuAuf Mesteka(tahwega) 1kg ,"EGP8,399.95"
AbuAuf Pretzel Sal. Olives 1kg ,EGP59.95
AbuAuf S.-Vinegar Pretzels 1kg ,EGP59.95
AbuAuf Pretzel Pepper-Lemon1kg ,EGP59.95
AbuAuf Corn Chili flavor 1kg ,EGP100.00
AbuAuf Pretzels Cheese 1kg ,EGP59.95
AbuAuf Pretzels Chili 1kg ,EGP59.95
AbuAuf Chia seeds 1kg ,EGP240.00
AbuAuf Pretzels BBQ 1kg ,EGP59.95
AbuAuf Quinoa Grain 1kg ,EGP155.00
AbuAuf Pretzels katchup 1kg ,EGP59.95
AbuAuf Quinoa Grain Black 1kg ,EGP130.00
AbuAuf Chocolate Cigar 1kg ,EGP65.00
AbuAuf Peanuts Ketchup 1kg ,EGP90.00
AbuAuf White Almonds 1kg ,EGP475.00
AbuAuf Stone Red Pepper 1kg ,EGP84.95
AbuAuf Cooking Cheakpeas 1kg ,EGP29.95
AbuAuf Strawberry Ciger 1kg ,EGP65.00
AbuAuf Grind Cardamom 1kg ,EGP949.95
AbuAuf Egyptian B. Raisins 1kg ,EGP90.00
AbuAuf Salted Pretzels 1kg ,EGP59.95
AbuAuf Ceylon tea 1kg ,EGP100.00
AbuAuf Walnuts Caramelized1kg ,EGP450.00
AbuAuf Oil Salted Pecan 1kg ,EGP695.00
AbuAuf Grind Laurie 1kg ,EGP79.95
AbuAuf Cashew Sweet Chili1kg ,EGP400.00
AbuAuf Marjoram 1kg ,EGP59.95
AbuAuf Pistachios Cheese 1kg ,EGP590.00
AbuAuf Coffee Regular 1kg ,EGP210.00
AbuAuf Falafel spices 1kg ,EGP74.95
AbuAuf Corn Cheese flavor 1kg ,EGP100.00
AbuAuf Coffee Special 1kg ,EGP270.00
AbuAuf Anise 1kg ,EGP99.95
AbuAuf Green Syrian Thyme 1kg ,EGP59.95
AbuAuf Carey 1kg ,EGP89.95
AbuAuf Salt Himalaya Powder1kg ,EGP59.95
AbuAuf Chicken Spices 1kg ,EGP114.95
AbuAuf Asfor 1kg ,EGP709.95
AbuAuf Cinnamon Sticks 1kg ,EGP259.95
AbuAuf Arabic Spices 1kg ,EGP114.95
AbuAuf Curcuma 1kg ,EGP59.95
AbuAuf Doum 1kg ,EGP70.00
AbuAuf Fish Spices 1kg ,EGP114.95
AbuAuf Sorghum Flour 1kg ,EGP50.00
AbuAuf Burlgur 1kg ,EGP20.00
AbuAuf Grind black Pepper 1kg ,EGP139.95
AbuAuf Grind carnation 1kg ,EGP379.95
AbuAuf Grind Cinnamon 1kg ,EGP114.95
AbuAuf Grind coriander 1kg ,EGP54.95
AbuAuf Jelly Fruitex 1kg ,EGP70.00
AbuAuf Omega Mix 1kg ,EGP390.00
AbuAuf Nougat Pistachio 1kg ,EGP300.00
AbuAuf Nougat Kamaredeen 1kg ,EGP300.00
AbuAuf Sobia 1kg ,EGP95.00
AbuAuf Peanuts BBQ 1kg ,EGP90.00
AbuAuf Grind Cumin 1kg ,EGP109.95
AbuAuf Kabsa spices 1kg ,EGP89.95
AbuAuf Soft Coconut 1kg ,EGP130.00
AbuAuf Gelatin powder1kg ,EGP139.95
AbuAuf Marmaria 1kg ,EGP109.95
AbuAuf Baking Soda 1kg ,EGP64.95
AbuAuf Grind Kbaba chines 1kg ,EGP294.95
AbuAuf Oriental gum 1kg ,EGP229.95
AbuAuf Sliced Almonds 1kg ,EGP475.00
AbuAuf Dried Parsley Seeds 1kg ,EGP84.95
AbuAuf Pane spices 1kg ,EGP34.95
AbuAuf Pasts spices 1kg ,EGP94.95
AbuAuf Bulgur Syrian Rough 1kg ,EGP29.95
KitKat Chunky Cinnabon 41.5g ,EGP14.95
FRESHLY POPCORN WITH Butter fat free94%255g ,EGP69.95
FRESHLY MICROWAVE POPCORN with Butter 297 gm ,EGP69.95
FRESHLY MICROWAVE POPCORN Hot & Spicy 297gm ,EGP69.95
7UP CANS 150ML ,EGP13.95
The Leaf Pineapple Ice Tea 370ml ,EGP18.50
The Leaf Natural Leamon Ice Tea 370ml ,EGP18.50
Rani Orange 240ml ,EGP7.75
Hawaii Vanilla & Strawberry Ice Cream - 140ml ,EGP16.95
Daily Natural Cocktail Juice 290ml ,EGP15.75
Dili Mango Juice 1L  ,EGP49.50
Dili Guava Juice 1L ,EGP37.95
Daily Natural Guava Juice 290 ml ,EGP15.75
Rani Float Juice Pineapple240M ,EGP7.75
Chocolate croissant brunch ,EGP5.00
BRUNCH PATE WHITE CHEESE 1P ,EGP5.00
Dream Choco Drink 80G ,EGP9.25
Dili Orange Juice Sugar Free 1L ,EGP49.50
Dili Pomegranate Juice 1L ,EGP49.50
Daily Natural Orange Juice 290ml ,EGP15.75
Heinz BBQ Sauce 200g ,EGP24.75
Shahy White Rice-1 kg ,EGP18.00
Dili Orange Juice 1L ,EGP49.50
Daily Natural Local Orange Juice 290ml ,EGP15.75
Dili Natural Cocktail Juice 1L ,EGP37.95
FF Instant Noodle in Bowl Creamy Tom yum shrimp Fl ,EGP54.95
Deli Mango Juice 290ml ,EGP17.95
Rani Mango Drink 240M ,EGP7.75
Brunch Petit With Romy Cheese Big ,EGP5.00
FF Instant Noodle in Bowl Creamy Tom yum Chicken ,EGP54.95
Rani Float Straw.&Banana 240M ,EGP7.75
GOLD ALEX NAT.MIN.GARLIC200g ,EGP24.25
Dili Lemon Juice With Mint 1L ,EGP37.95
London Dairy Strawberry Ice Cream Cup - 125 ml ,EGP34.95
Razz Cup CakeChoco/cream 1 PCS ,EGP2.00
Razz Cup Cake White 1 PCS ,EGP2.00
Razz Mini Cup Cake Vanilla ,EGP5.00
Brunch Pate Cheese with Olives ,EGP5.00
Dili Strawberry Juice 1L ,EGP49.50
Fun Day Cake Vanilla 32g ,EGP5.00
FUNDAY Cake Strawberry 32gm ,EGP3.95
"Masreya Pasta Spaghetti, 1.6m - 1kg ",EGP21.25
"Masreya Pasta Linguine, 4mm - 1kg ",EGP21.25
"Masreya Pasta Vermiceli, 1mm - 1kg ",EGP21.25
Masreya Pasta Rice - 1kg ,EGP21.25
"Masreya Pasta Small Rings, 6m - 1kg ",EGP21.25
"Masreya Pasta Big Rings, 10mm - 1kg ",EGP21.25
Masreya Pasta Fusilli - 1kg ,EGP21.25
Masreya Pasta Snails - 1kg ,EGP21.25
Doum No Sugar Drink 1Liter ,EGP37.95
Brunch Pate Big Hot Cheese ,EGP5.00
Rani Guava 240ml ,EGP7.75
Sosalt coarse salt 1kg ,EGP35.95
Daily Lemon and Mint 290 ml ,EGP15.75
Monginis Mega Bound Butter ,EGP6.00
Monginis Mega Bound Chocolate ,EGP6.00
Razz Bar Cake Strewbeery ,EGP2.00
Indomie supermi vege 70Gm ,EGP4.50
Imtenan Dates Syrup- 450 Gm ,EGP55.00
ANGEL INSTANT DRY YEAST 450 GM ,EGP43.50
FUNDAY MUFFIN DOUBLE CHOC.32GM ,EGP3.95
FUNDAY BOBOO Cake Chocolate 32gm ,EGP3.95
Indomie supermi vege120Gm ,EGP6.00
Brunch sa.w/istanbuli ch.&pep. ,EGP5.00
Brunch sandwich white cheese ,EGP5.00
Brunch sandwich chocolate ,EGP5.00
FUNDAY Cake Milk 32gm ,EGP3.95
Zein Dust Black Tea - 40 Grams ,EGP1.50
Fun Day Cake Vanilla Fruits 50 gm ,EGP5.00
FUN DAY MARBLE CAKE SLICE 50GM ,EGP5.00
Brunch Witch with Romy Cheese ,EGP5.00
Tic-Tic Koshary Instant 155gm ,EGP22.95
Squeeze Pomegranate Juice 1 L ,EGP41.95
Squeeze Guava Juice 1 L ,EGP31.95
Squeeze Strawberry & Lemon Juice 1 L ,EGP31.95
Squeeze Guava Juice 250 ml ,EGP11.95
Strawberry lemon juice 250ml ,EGP11.95
Squeeze hibiscus juice 250ml ,EGP9.95
Squeeze Tamarind juice 250ml ,EGP9.95
Microwave Popcorn 85 g ,EGP20.95
FUN DAY TWIN CAKES MUFFIN W/VANILLA&CHOCO CHIPS 64GM ,EGP3.75
FUN DAY TWIN CAKES MUFFIN CAKE W/VANILLA 64GM ,EGP3.75
FUN DAY TWIN CAKES RED VELVET CAKE 64GM ,EGP3.75
FUN DAY TWIN CAKES MUFFIN CAKE W/CHOCOLATE 64GM ,EGP3.75
Ruslan Saudi Sugar Filled Premium 400g ,EGP85.75
Deli pomegranate juice 290ml ,EGP15.75
Deli strawberry juice 290 ml ,EGP15.75
Squeeze Guava Strawberry Smoothie 1L ,EGP41.95
Squeeze Guava Strawberry Smoothie ,EGP13.95
DILI APPLE 100% NATURAL JUICE 1L ,EGP37.95
Dili Natural Apple juice 290m ,EGP15.75
Noodles Jumbo Sausage 110 gm ,EGP6.00
segye noodles chicken noodles 126 g ,EGP43.95
TIK TIK INSTANT PASTA MARINARA 115 GM ,EGP23.50
TIK TIK INSTANT PASTA WHITE SAUCE 115 GM ,EGP23.50
Harvest Plain Fava Beans - 400 gm ,EGP10.50
Segafredo Emozioni 100 Arabica Coffee 250 g ,EGP126.50
Shahy Flour 1KG ,EGP16.75
Red Bull Energy Drink Single ,EGP24.95
Red Bull Energy Drink Sugar F ,EGP24.95
Sanbeigro ynoe water sparkling 250 m ,EGP28.95
Red Bull Energy Drink White 230 ml ,EGP24.95
Lindt Excellence Da.&Orange35g ,EGP36.95
Abu ouf Corn roasted&salted60g ,EGP7.75
Skittles Coated Chewy Fruit ,EGP9.95
Loacker Chocolate Cream Cocoa 175gm ,EGP46.95
Cooks Vanillin W/Sugar 1g ,EGP0.75
CALIFORNIA GARDENPeeled medammes 400G ,EGP11.50
CALIFORNIA GARDENPeeled medammes 400G ,EGP11.50
CALIFORNIA GARDENPeeled medammes 400G ,EGP11.50
CALIFORNIA GARDENPeeled medammes 400G ,EGP11.50
Cooked PeasCalifornia Gardens400 ,EGP12.95
CALIFORNIA GARDENPeeled medammes 400G ,EGP11.50
CALIFORNIA GARDEN ful mudamis sadat 400G ,EGP10.75
Americana Plain Fava Beans 400g ,EGP10.50
CALIFORNIA GARDENPeeled medammes 400G ,EGP11.50
California Garden White Beans400 ,EGP16.50
Castania Super Ex.Nuts 300Gr ,EGP195.95
Maison Popcorn With Caramel240g ,EGP83.25
Popcorn sweet and crisp 85 g ,EGP20.95
Al-Bawadi Tahina 500Gm ,EGP39.95
El Mizan Tahina 520Gm ,EGP44.95
Scrunch almonds cashews and cranberry 200 g ,EGP119.95
Halwani Tahina White 475 G ,EGP46.95
Halwani Tahina White 710 G ,EGP49.95
Al-Bawadi Tahina 125G ,EGP13.95
Molto chocolate XXL ,EGP5.00
Raffaello T3 ,EGP17.95
M&MS Pnt 100G ,EGP35.00
M&MS Crispy 36g ,EGP15.00
Galaxy Jewels Casket 200Gm ,EGP99.95
Sante Musli Fruit 350G ,EGP54.25
M&M Choc Peanut 165g ,EGP55.00
Sante Musli Cru.Ban.& Cho.350G ,EGP58.50
Twix Xtra 75G ,EGP20.00
Squeeze orange juice 1 Litter ,EGP41.95
Squeeze mango juice 1 Litter ,EGP46.95
Squeeze lemon juice 1 Litter ,EGP28.95
MAGGI Chkn Bou Multipack 72g ,EGP5.75
Bobs popcorn microwave butter 90 grams ,EGP20.95
Amazon Popcorn Caramel 240 gm ,EGP83.25
Sweet and Sour Microwave Popcorn 225g ,EGP62.50
Amazon Popcorn Salt 240gm ,EGP83.25
"Americana Whole Kernel Sweet Corn, 400 gm ",EGP24.95
Dreem Corn Flour 240 g ,EGP10.50
Tang Mango 450Gm ,EGP34.95
Live Green Natural Shea Beans 400 g ,EGP135.95
Sante Granola C.Muesli Fr.350G ,EGP67.95
Skittles Wild Berries 174g ,EGP34.95
Massafi Tropical Juice 1 Lite ,EGP52.95
Sonbolat Elforaat Cake flour1k ,EGP21.95
Cooks Mohassen Cake 18Gm ,EGP2.00
Dreem Cake Sheef 18G ,EGP2.75
Lindor Milk&Hazelnut Choc 100g ,EGP101.95
Booja Chocolate caramel Ice Cream 500ml ,EGP214.95
MONDELEZ Sandwich Oreo 135ml ,EGP14.95
NESTLE PARADISE Vanilla 850G ,EGP65.00
World Villa Steak Candy ,EGP9.95
NESTLE PARADISE Yogurt 850G ,EGP75.00
NESTLE PARADISE Van Caram.850G ,EGP75.00
NESTLE MEGA Choc 95G ,EGP9.95
NESTLE PARADISE Chocolate 850G ,EGP75.00
NESTLE MEGA Vanilla 95G ,EGP9.95
World Villa Cotton Candy 500 ml ,EGP29.95
Mondelez Cadbury stick 100m ,EGP14.95
MONDELEZ Stick Oreo 100ml ,EGP14.95
Nestl Paradise Sandwich90ml ,EGP9.95
Hawaii F.Yog.W/Rasp.850g ,EGP114.95
YAMAMA POMEGRANATE MOLASE300ML ,EGP54.25
Cooks Salt 700g ,EGP6.75
abu auf Pink Himalayan Salt Crystals 400 gm ,EGP28.95
Dreem Cacao Dark 100G ,EGP22.95
Dreem Whipping Cream 45G ,EGP7.50
Abu Auf Himalaya coarse salt 400 g ,EGP28.95
Sunbulah couscous 1kg ,EGP44.95
Labaline soft sea salt with iodine vibrator125g ,EGP39.95
Sunbulah couscous 400g ,EGP27.95
Chtuara Homoss Tahina 380 gm ,EGP21.50
Moussy Malt Beverage Peach330M ,EGP18.25
Cooks Salt 450g  ,EGP1.50
Americana boiled chickpeas 400gm ,EGP15.50
"Royal Detox Herbal Drink, 20 Pouches ",EGP22.95
Crystal Oil Corn 2.2 liters ,EGP119.50
Pellantons fine light brown sugar 1 kg ,EGP110.75
Al Doha Brown Lentils 500Gr ,EGP31.50
Steens Raw Manuka Honey MGO 85+ ,EGP759.95
Al Doha Black Pepper Shak.230G ,EGP94.95
Galaxy Jewels 400G ,EGP169.95
Sonbolat Elforaat w.flour 1k ,EGP21.95
Abu Kass Bamati Rice 10 Kg ,EGP686.95
Puidor Pasta sauce with Italia ,EGP42.95
Wadi Food S.Olives for Piz.650 ,EGP33.75
Dreem Jelly Strawberry 210gm ,EGP13.75
Massafi Mango Juice 1 Liter ,EGP52.95
Clearspring Organic Matcha Green Tea Powder40G ,EGP339.95
Rich Bake Crushed bread 500g ,EGP12.00
Dreem Whipping Cream Jar 400G ,EGP49.95
Aquafina Water Gallon 18.9 L ,EGP41.50
Betty Crocker Chocolate Brownie Mix (Chocolate Fudge ,EGP41.75
Galaxy Chocolate 36G 4+1 Free ,EGP46.95
jo Chinese snacks 125 g ,EGP22.50
Cheetos Puffs 5LE 98-108 GM ,EGP5.00
Cooks Salt 200 g ,EGP3.00
Dreem IceCream Strawberry 80G ,EGP8.95
Cooks Banana Jelly 80Gr ,EGP5.50
Cooks Apricot Jelly 80Gr ,EGP5.50
Cooks Jelly Cherry 80gr ,EGP5.50
Cooks Jelly Mango 80Gr ,EGP5.50
Dreem Jelly Apricot 70G ,EGP5.50
Dreem Ice Cream Chocolate 80G ,EGP8.95
Five Stars Dumpling Mix 1Kg ,EGP27.95
Holw el sham Om Ali W/nuts155g ,EGP18.95
Lindt Milk Choco Hazel 100Gr ,EGP91.50
Kalfany Ice Refreshing Candile ,EGP35.50
Mixy Crisps With Cheese 85 GM ,EGP7.50
Mixy Crisps With Salt 85 g ,EGP7.50
Mixy Crisps With Ketchup 85 g ,EGP7.50
Toffi Hazel/Cara/Noug/Choc125G ,EGP50.95
Storck Werthers Original 150G ,EGP40.95
Storck Werthers Original 50Gr ,EGP10.95
Isis Black Pepper 45 gm ,EGP27.25
Isis Cumin 30 Gm ,EGP16.50
Isis Curcum 35 gm ,EGP16.50
Spicy Trade Rosemary Leaves 38 g ,EGP15.50
SPICY TRADE THYME 40G ,EGP14.95
SPICY TRADE BLACK PEPPER 90G ,EGP33.50
SPICY TRADE CORIANDER 75G ,EGP13.95
SPICY TRADE CUMIN 95G ,EGP21.95
SPICY TRADE CINNAMON POW 105G ,EGP23.95
SPICY TRADE BLACK PEPPER 115G ,EGP38.75
SPICY TRADE BASIL 25G ,EGP9.95
SPICY TRADE CLOVES 65G ,EGP37.50
BORGES OLIVE OIL PURE 125ML ,EGP35.95
Spicy Trade Dry Parsley Leaves 25 g ,EGP9.50
SPICY TRADE DILL 35G ,EGP11.25
Qaleya *700 ml ,EGP27.75
Holw el sham yeast 9g ,EGP1.25
Lindt Excellence Cr.Choco 35g ,EGP36.95
Al Doha Molokia 100Gr ,EGP14.25
Daria Thyme 350Gr ,EGP26.95
Al Doha Cumin 20Gr ,EGP7.50
Al Doha Black Seeds 20Gr ,EGP8.25
Al Doha Mixed Curry 20Gr ,EGP8.95
Al Doha Pod Pepper 20Gr ,EGP7.50
Al Doha Anise 20Gr ,EGP7.25
Al Doha Thyme 15Gr ,EGP6.25
Rich Beck crunchy cumin 170g ,EGP23.00
SPICY TRADE NUTMEG 105G ,EGP81.95
SPICY TRADE ONION 125G ,EGP23.95
SPICY TRADE ONION POW 90G ,EGP16.95
Spicy Trade Marmara 38 g ,EGP10.25
Cooks Jelly Rasberry 80Gr ,EGP5.50
SPICY TRADE CINNAMON 95G ,EGP27.95
Benson Candy Assorted Fru.275g ,EGP14.95
Benson Candy Cola 275g ,EGP14.95
Pectol Lemon&Honey Candy 19.2G ,EGP11.50
Pectol Orange Candy 19.2Gr ,EGP11.50
Easy Cook Sp.coa.for Kofta 40g ,EGP2.00
Easy Cook Sp.coating fFi.40GM ,EGP2.00
Bebeto Cola Jelly&Gum50G ,EGP7.50
Spicy Trade Samaq 100 g ,EGP24.50
Spicy Trade Oregano spice 30 g ,EGP9.95
SPICY TRADE CRUSHED BLACK PEPPER 12 ,EGP58.50
Spicy Trade Cumin 80 g ,EGP19.25
Benson Candy Milk 275g ,EGP14.95
Oriental Jacker Barbecue 160Gr ,EGP49.95
Benson Candy Coffee 275g ,EGP14.95
Mixy Crisps With Salt 200 g ,EGP16.75
Aquafina Water 600ml ,EGP2.75
Bebeto Mix Jelly 80g ,EGP20.95
Bebeto Jelly Bear 80 gm ,EGP20.95
Bebeto Jelly Mixed Fruits 80gm ,EGP20.95
Bebeto Jelly Peach Rings 80gm ,EGP20.95
Dreem Jelly Mango 70G ,EGP5.50
Foster Clarks F.Colour Blue28M ,EGP10.25
SPICY TRADE GARLIC 130G ,EGP26.50
Greens Caramel 70G ,EGP11.95
Greens Cherry Jelly 80G ,EGP8.50
Greens Baking Powder 100G ,EGP13.75
Baking Powder 450 Gm ,EGP39.25
Basak Lentil Soup 70G ,EGP12.25
Basak Chicken Noodle Soup 60G ,EGP12.25
Basak Ezogelin Soup 75G ,EGP12.25
Basak Tarhana Soup 65G ,EGP12.25
Basak Mushroom Cream Soup 60G ,EGP12.25
Basak Chicken Cream Soup 60G ,EGP12.25
Basak Tomato Cream Soup 65G ,EGP12.25
Basak Vegetable Cream Soup 65G ,EGP12.25
Basak Broccoli Cream Soup 60G ,EGP12.25
Chtoura Lemon Flav.Season.250M ,EGP24.95
Baraka Natural Water 600 ML ,EGP2.50
Dreem Vanilia 1G ,EGP1.75
Dreem Jelly Pinapple 70G ,EGP5.50
Greens Corn Flour 400G ,EGP30.95
Abu ouf Roasted Almonds 50 G ,EGP28.95
Abu ouf Roasted Cashews 50G ,EGP36.50
Abu ouf Mixed Nuts 50 G ,EGP35.50
Abu ouf Salted Pistachios 50 G ,EGP28.95
Tiffany Delight Short Broad 20 ,EGP28.50
Shahy Yellow Lentils 500 Gm ,EGP26.00
Shahy Brown Lentils 500 Gm ,EGP25.50
Shahy Egyptian Beans 500 Gm ,EGP21.95
Shahy Check Peas 500 Gm ,EGP31.00
Shahy White Beans 500 Gm ,EGP25.00
Foster Clarks Pineapple Enhancer Flavour - 28 ml ,EGP10.25
PEARL RIVER LIGHT SOY SAUCE 150ML ,EGP22.95
Shahy Wheat 500 Gm ,EGP21.25
Dreem Ice Cream Mango 80G ,EGP8.95
lorenz Crunchips Salted & Vine ,EGP29.95
lorenz Crunchips Barbecue 100g ,EGP29.95
Al Doha Hibiscus 50Gr ,EGP14.50
Al Doha Sugar 500G ,EGP10.25
FF Instant Noodle in Bowl Creamy Tom yum Sea Food ,EGP54.95
Al Khair Iodized Salt 300 Gm ,EGP1.00
Villars Dark Pure 72 100g ,EGP99.95
Abu ouf Mixed Nuts 100 G ,EGP67.95
Topof Thepop M.Popcorn Bu.100g ,EGP15.50
Top of The pop M.Popcorn Ch.100g ,EGP15.50
Topof Thepop M.Popcorn Sa.100g ,EGP15.50
Crystal Veg Sam.Yel.But.1.5k ,EGP71.50
Storck Wer.Orig.Bonb.Coff.125G ,EGP40.95
Bebeto Cola Jelly 100G ,EGP20.95
lorenz Naturals Classic 100g ,EGP36.95
lorenz Naturals Balsamico 100g ,EGP35.95
lorenz Naturals Sea Salt & Pep ,EGP35.95
Elwadi Elkhdar Pomeg.mol.410G ,EGP52.50
Noor fine table salt 450g ,EGP2.00
Dr. Salt Iodized Salt With LOW'DR salt 400 gm ,EGP29.75
Basak Vegetable Soup 70G ,EGP12.25
Cooks Custard powder 300 Gm ,EGP17.95
Basak Corn Chicken Soup 64G ,EGP12.25
Basak Asparagus Cream Soup 47G ,EGP12.25
kent baking powder 10 gm ,EGP1.00
Kent Lentil soup 84g ,EGP9.95
Storck W. Orig. Coffee Can.50G ,EGP10.95
كوكيز ميربا برقائق الشيكولاتة و كريمة البندق - 175جم ,EGP43.75
Quality Peanuts Peeled Heart 75 g ,EGP39.50
Quality salted pistachios in shell 90 g ,EGP39.50
Quality salted pistachios in shell 130 g ,EGP52.95
Quality Roasted Almonds 90 g ,EGP32.95
Quality cashews 90 gm bag ,EGP49.95
Quality cashews 130 gm bag ,EGP68.95
Quality pine nuts 50 gm ,EGP109.95
Quality White Pulp 90 gm Bag ,EGP19.95
Quality Super Pulp 90 gm Bag ,EGP16.95
Quality Golden Raisins 130 g ,EGP18.75
Quality Mixed Nuts 90 gm ,EGP39.50
Quality Mixed Nuts 130 g ,EGP53.95
PASTA ZARA GNOCCHI NO.56 ,EGP45.95
masreya Pasta penne 1k ,EGP21.25
Schar Gluten Free Spaghetti Pasta 250g ,EGP62.25
Al Doha Sugar Powdered 500G ,EGP12.95
SAVORY RED FOOD COLOURING 28ML ,EGP10.95
SAVORY BLUE FOOD COLOU28 ML ,EGP10.95
Greens Custard Powder 285G ,EGP29.25
Dreem Castard 300G ,EGP19.95
Quality Raw Cashews 130 g ,EGP67.75
SAVORY GREEN FOOD COLO 28 Ml ,EGP10.95
Crystal Cake Flour Gluten Free 450gm ,EGP33.50
Crystal flour Basbousa gluten-free 300 g ,EGP22.95
Al Khair Iodized Salt 500Gm ,EGP1.50
Crystal Corn Oil 3.5 L ,EGP170.50
Snack Cookies Chocolate Chip 1 ,EGP43.75
Monginis Mega Swiss Roll Choc. ,EGP6.00
IMTENAN ONION SLICES 90gm ,EGP23.95
IMTENAN FLAX SEED 100GM ,EGP19.50
IMTENAN CINNAMON BROWN SUGAR 160gm ,EGP24.95
IMTENAN CORIANDER 100gm ,EGP20.95
IMTENAN CINNAMON 90gm ,EGP64.75
Natural crystal jelly 85 gm ,EGP26.95
Crystal Multi Mix Gluten Free 1 Kg ,EGP48.50
IMTENAN GARLIC 125gm ,EGP42.95
Plain Dates Quality 500 gm ,EGP26.50
Reach Iodized Salt Soft V1000g ,EGP10.95
Reach Iodized Salt Coarse1000G ,EGP10.95
Nour Iodized Salt 160Gm ,EGP2.75
SchogettenBlack&White 100 G ,EGP32.50
Savoy Strawberry food Colouring 28 ml ,EGP10.95
Mintoes Gum Sweet Mint 17 g ,EGP9.00
GOURMET LOLLIPOP ORIGINAL 31GM ,EGP10.75
Trident Straw 8.5 Gm ,EGP6.00
Mixy Crisps With Ketchup 200 g ,EGP16.75
FREYMAS SNAC.BEEF&CHILI 30GM ,EGP9.75
FREYMAS SNACKS CHE.&ONION30GM ,EGP9.75
FREYMAS SNACKS SOUR C&DILL30G ,EGP9.75
FREYMAS SNACKS CHE.&ONION75G ,EGP22.75
FREYMAS SNACKS BARBECUE 75GM ,EGP22.75
FREYMAS SNAC.SOUR C&DILL75GM ,EGP22.75
FREYMAS SNACKS SHASHLIK 75 GM ,EGP22.75
FREYMAS SNACKS BEEF&CHILI 75 ,EGP22.75
Cooks Custard powder 60 g ,EGP2.50
I Salt Iodized Low Sodium 737G ,EGP10.95
Vegeeta Cream of Chicken Soup ,EGP44.50
Al Doha Pasta small rings 400g ,EGP10.50
Dreem Strawberry Cake 400G ,EGP18.95
Al Doha Pasta penne 400g ,EGP10.50
Al Doha Pasta big rings 400g ,EGP10.50
Al Doha Pasta elbow 400g ,EGP10.50
Al Doha Pasta Spaghetti 400g ,EGP10.50
Al Doha Pasta vermiceli 400g ,EGP10.50
Al Doha Pasta rice 400g ,EGP10.50
milka Oreo chocolate 100 g ,EGP29.95
Star Baking Powder Gluten Free 16gm ,EGP1.50
Crystal Cake Chocolate Gluten Free 450gm ,EGP37.50
Oujaj pure sea salt 500g  ,EGP6.75
Oujaj pure sea salt 200g ,EGP24.95
Werther's Original Classic Cream Toffee Sugar Free ,EGP39.25
Al Doha Pasta fusilli 400 Gm ,EGP10.50
Nour iodized Table Salt700G 3p ,EGP15.95
Dobella white Flour 1 kg ,EGP23.95
Dobella Minced garlic 200gm ,EGP19.95
Quality Dates Foam Plain 300gm ,EGP12.95
Imtenan Flax seed- 400 Gm ,EGP51.95
Mixy Crisps With Chili 85 GM ,EGP7.50
ANGEL INSTANT DRY YEAST 100 GM ,EGP11.95
Quality plain dates 250 gm ,EGP14.25
Plain Dates Premium Quality D 500 g ,EGP32.95
